,BUI FP Equity_DX_SI_QTY,BUI FP Equity_DX_SHORT_INTEREST_VALUE,BUI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BUI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BUI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BUI FP Equity_DX_SI_MV,BUI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BUI FP Equity_DX_SUPPLY_SI_QTY,BUI FP Equity_DX_BROKER_SI_QTY,BUI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BUI FP Equity_DX_BROKER_SI_QTY_ADD,BUI FP Equity_DX_BROKER_SI_MV_ADD,BUI FP Equity_DX_BROKER_SI_QTY_DEC,BUI FP Equity_DX_SUPPLY_SI_MV,BUI FP Equity_DX_BROKER_SI_MV_DEC,BUI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BUI FP Equity_DX_UTILIZATION_QUANTITY,BUI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BUI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BUI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BUI FP Equity_DX_ACTIVE_UTILIZATION_MV,BUI FP Equity_DX_BROKER_SI_CON_RATIO,BUI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BUI FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1540.8,0.0,0.0,0.0,,0.0
2024-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1540.8,0.0,0.0,0.0,,0.0
2024-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1540.8,0.0,0.0,0.0,,0.0
2024-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1540.8,0.0,0.0,0.0,,0.0
2024-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1251.9,0.0,0.0,0.0,,0.0
2024-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1251.9,0.0,0.0,0.0,,0.0
2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1251.9,0.0,0.0,0.0,,0.0
2024-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,1262.6,0.0,0.0,0.0,,0.0
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,856.0,0.0,0.0,0.0,,0.0
2025-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,856.0,0.0,0.0,0.0,,0.0
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,860.28,0.0,0.0,0.0,,0.0
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,860.28,0.0,0.0,0.0,,0.0
2025-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,860.28,0.0,0.0,0.0,,0.0
2025-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,860.28,0.0,0.0,0.0,,0.0
2025-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,860.28,0.0,0.0,0.0,,0.0
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,860.28,0.0,0.0,0.0,,0.0
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,860.28,0.0,0.0,0.0,,0.0
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,860.28,0.0,0.0,0.0,,0.0
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,877.4,0.0,0.0,0.0,,0.0
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,663.4,0.0,0.0,0.0,,0.0
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,808.92,0.0,0.0,0.0,,0.0
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,813.2,0.0,0.0,0.0,,0.0
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,817.48,0.0,0.0,0.0,,0.0
2025-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,826.04,0.0,0.0,0.0,,0.0
2025-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,826.04,0.0,0.0,0.0,,0.0
2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,826.04,0.0,0.0,0.0,,0.0
2025-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,826.04,0.0,0.0,0.0,,0.0
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,826.04,0.0,0.0,0.0,,0.0
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,214.0,826.04,0.0,0.0,0.0,,0.0
